"plantID","accession","treatment","experiment","meta.experiment","facility","variable","value","Gene_idGene","direction"
22041,"SALK_049114C","control","1a3","1","COFC-GC2","fruitnum",130,"AT2G45100","high"
22042,"SALK_092897C","control","1a3","1","COFC-GC2","fruitnum",131,"AT5G42780","high"
22043,"SALK_023458C","control","1a3","1","COFC-GC2","fruitnum",126,"AT1G06060","high"
22047,"SALK_074807C","control","1a3","1","COFC-GC2","fruitnum",168,"AT5G27945","high"
22049,"SALK_023786C","control","1a3","1","COFC-GC2","fruitnum",148,"AT4G38700","high"
22051,"SALK_047287C","control","1a3","1","COFC-GC2","fruitnum",136,"AT5G56990","high"
22052,"SALK_051039C","control","1a3","1","COFC-GC2","fruitnum",163,"AT2G22710","high"
22053,"SALK_110348C","control","1a3","1","COFC-GC2","fruitnum",147,"AT4G05526","high"
22056,"SALK_050266C","control","1a3","1","COFC-GC2","fruitnum",138,"AT2G23600","high"
22057,"SALK_074218C","control","1a3","1","COFC-GC2","fruitnum",147,"AT2G14800","high"
22058,"SALK_049089C","control","1a3","1","COFC-GC2","fruitnum",224,"AT5G19097","high"
22059,"SALK_024222C","control","1a3","1","COFC-GC2","fruitnum",137,"AT4G27020","high"
22060,"SALK_058070C","control","1a3","1","COFC-GC2","fruitnum",258,"AT5G61730","high"
22061,"SALK_074896C","control","1a3","1","COFC-GC2","fruitnum",154,"AT5G37260","high"
22062,"SALK_129231C","control","1a3","1","COFC-GC2","fruitnum",146,"AT1G08730","high"
22063,"SALK_029496C","control","1a3","1","COFC-GC2","fruitnum",146,"AT4G14780","high"
22065,"SALK_047327C","control","1a3","1","COFC-GC2","fruitnum",139,"AT5G61280","high"
22067,"SALK_110253C","control","1a3","1","COFC-GC2","fruitnum",139,"AT4G26240","high"
22068,"SALK_131946C","control","1a3","1","COFC-GC2","fruitnum",140,"AT5G03790","high"
22069,"CS22633","control","1a3","1","COFC-GC2","fruitnum",129,"","high"
22073,"SALK_023361C","control","1a3","1","COFC-GC2","fruitnum",136,"AT5G02240","high"
22077,"SALK_049092C","control","1a3","1","COFC-GC2","fruitnum",154,"AT3G01760","high"
22080,"CS22617","control","1a3","1","COFC-GC2","fruitnum",130,"","high"
22093,"SALK_075496C","control","1a3","1","COFC-GC2","fruitnum",132,"AT5G04610","high"
22096,"SALK_108715C","control","1a3","1","COFC-GC2","fruitnum",149,"AT1G08440","high"
22104,"SALK_049022C","control","1a3","1","COFC-GC2","fruitnum",129,"AT1G51140","high"
22105,"SALK_108952C","control","1a3","1","COFC-GC2","fruitnum",146,"AT4G28210","high"
22112,"SALK_003255C","control","1a3","1","COFC-GC2","fruitnum",134,"AT4G26890","high"
22113,"SALK_075046C","control","1a3","1","COFC-GC2","fruitnum",129,"AT3G46380","high"
22116,"SALK_108849C","control","1a3","1","COFC-GC2","fruitnum",147,"AT4G08790","high"
22123,"SALK_015986C","control","1a3","1","COFC-GC2","fruitnum",137,"AT2G31500","high"
22125,"SALK_075994C","control","1a3","1","COFC-GC2","fruitnum",131,"AT1G47710","high"
22134,"SALK_024197C","control","1a3","1","COFC-GC2","fruitnum",154,"AT2G13550","high"
22135,"CS22617","control","1a3","1","COFC-GC2","fruitnum",158,"","high"
22136,"SALK_109554C","control","1a3","1","COFC-GC2","fruitnum",138,"AT2G28650","high"
22139,"SALK_047578C","control","1a3","1","COFC-GC2","fruitnum",140,"AT1G13040","high"
22141,"SALK_049079C","control","1a3","1","COFC-GC2","fruitnum",149,"AT1G06550","high"
22144,"SALK_048444C","control","1a3","1","COFC-GC2","fruitnum",146,"AT2G02930","high"
22145,"SALK_075841C","control","1a3","1","COFC-GC2","fruitnum",165,"AT4G14385","high"
22147,"SALK_110320C","control","1a3","1","COFC-GC2","fruitnum",178,"AT2G28290","high"
22148,"SALK_023405C","control","1a3","1","COFC-GC2","fruitnum",138,"AT5G45680","high"
22149,"SALK_087870C","control","1a3","1","COFC-GC2","fruitnum",173,"AT1G67310","high"
22151,"SALK_023726C","control","1a3","1","COFC-GC2","fruitnum",127,"AT5G45430","high"
22153,"CS22647","control","1a3","1","COFC-GC2","fruitnum",164,"","high"
22155,"SALK_134586C","control","1a3","1","COFC-GC2","fruitnum",184,"AT4G34750","high"
22194,"SALK_048634C","control","1a3","1","COFC-GC2","fruitnum",131,"AT2G22600","high"
22199,"SALK_023547C","control","1a3","1","COFC-GC2","fruitnum",145,"AT3G27060","high"
22202,"SALK_050261C","control","1a3","1","COFC-GC2","fruitnum",135,"AT4G26040","high"
22203,"CS22652","control","1a3","1","COFC-GC2","fruitnum",134,"","high"
22207,"SALK_047804C","control","1a3","1","COFC-GC2","fruitnum",152,"AT5G40490","high"
22208,"SALK_134217C","control","1a3","1","COFC-GC2","fruitnum",129,"AT5G66320","high"
22211,"SALK_110563C","control","1a3","1","COFC-GC2","fruitnum",146,"AT1G03920","high"
22215,"SALK_048383C","control","1a3","1","COFC-GC2","fruitnum",147,"AT1G26945","high"
23181,"SALK_049220C","control","1a4","1","COFC-GC1","fruitnum",127,"AT3G57670","high"
23500,"SALK_003942C","control","1a4","1","COFC-GC1","fruitnum",139,"AT5G40190","high"
24392,"SALK_004686C","control","VT_Expt3","3","VT-GC1","fruitnum",163,"AT3G10360","high"
24393,"SALK_040325C","control","VT_Expt3","3","VT-GC1","fruitnum",162,"AT1G64230","high"
24394,"SALK_023888C","control","VT_Expt3","3","VT-GC1","fruitnum",150,"AT5G56440","high"
24396,"SALK_010406C","control","VT_Expt3","3","VT-GC1","fruitnum",135,"AT1G04270","high"
24402,"SALK_014633C","control","VT_Expt3","3","VT-GC1","fruitnum",138,"AT5G30495","high"
24406,"SALK_037973C","control","VT_Expt3","3","VT-GC1","fruitnum",137,"AT3G03620","high"
24411,"SALK_044189C","control","VT_Expt3","3","VT-GC1","fruitnum",192,"AT1G02400","high"
24416,"SALK_041569C","control","VT_Expt3","3","VT-GC1","fruitnum",144,"AT1G64300","high"
24417,"SALK_023690C","control","VT_Expt3","3","VT-GC1","fruitnum",163,"AT5G55860","high"
24418,"SALK_038574C","control","VT_Expt3","3","VT-GC1","fruitnum",134,"AT1G47750","high"
24419,"SALK_006575C","control","VT_Expt3","3","VT-GC1","fruitnum",199,"AT3G47675","high"
24420,"SALK_039709C","control","VT_Expt3","3","VT-GC1","fruitnum",136,"AT3G60000","high"
24423,"SALK_023429C","control","VT_Expt3","3","VT-GC1","fruitnum",196,"AT1G44900","high"
24424,"SALK_010288C","control","VT_Expt3","3","VT-GC1","fruitnum",178,"AT1G15810","high"
24425,"SALK_017677C","control","VT_Expt3","3","VT-GC1","fruitnum",158,NA,"high"
24426,"SALK_012792C","control","VT_Expt3","3","VT-GC1","fruitnum",195,"AT3G27480","high"
24427,"SALK_009619C","control","VT_Expt3","3","VT-GC1","fruitnum",139,"AT4G03010","high"
24428,"SALK_013563C","control","VT_Expt3","3","VT-GC1","fruitnum",297,NA,"high"
24430,"SALK_037347C","control","VT_Expt3","3","VT-GC1","fruitnum",129,"AT5G66650","high"
24432,"SALK_023712C","control","VT_Expt3","3","VT-GC1","fruitnum",126,"AT2G37950","high"
24434,"SALK_023076C","control","VT_Expt3","3","VT-GC1","fruitnum",258,"AT1G33090","high"
24436,"SALK_040096C","control","VT_Expt3","3","VT-GC1","fruitnum",126,"AT1G22450","high"
24438,"SALK_040181C","control","VT_Expt3","3","VT-GC1","fruitnum",254,"AT5G09940","high"
24440,"SALK_026842C","control","VT_Expt3","3","VT-GC1","fruitnum",240,"AT5G30532","high"
24443,"CS22652","control","VT_Expt3","3","VT-GC1","fruitnum",205,"","high"
24444,"SALK_026089C","control","VT_Expt3","3","VT-GC1","fruitnum",135,"AT1G75270","high"
24445,"COL70000","control","VT_Expt3","3","VT-GC1","fruitnum",151,"","high"
24446,"SALK_015989C","control","VT_Expt3","3","VT-GC1","fruitnum",202,NA,"high"
24449,"SALK_026568C","control","VT_Expt3","3","VT-GC1","fruitnum",167,"AT2G46440","high"
24450,"SALK_014557C","control","VT_Expt3","3","VT-GC1","fruitnum",140,"AT2G41330","high"
24451,"SALK_015166C","control","VT_Expt3","3","VT-GC1","fruitnum",222,NA,"high"
24452,"SALK_014341C","control","VT_Expt3","3","VT-GC1","fruitnum",173,NA,"high"
24453,"SALK_014309C","control","VT_Expt3","3","VT-GC1","fruitnum",131,NA,"high"
24455,"SALK_039123C","control","VT_Expt3","3","VT-GC1","fruitnum",151,"AT3G52155","high"
24456,"SALK_012475C","control","VT_Expt3","3","VT-GC1","fruitnum",158,"AT1G12290","high"
24459,"SALK_026568C","control","VT_Expt3","3","VT-GC1","fruitnum",151,"AT2G46440","high"
24460,"SALK_012626C","control","VT_Expt3","3","VT-GC1","fruitnum",198,"AT3G57980","high"
24461,"SALK_137140C","control","VT_Expt3","3","VT-GC1","fruitnum",249,NA,"high"
24462,"SALK_023712C","control","VT_Expt3","3","VT-GC1","fruitnum",162,"AT2G37950","high"
24463,"SALK_040325C","control","VT_Expt3","3","VT-GC1","fruitnum",166,"AT1G64230","high"
24464,"SALK_023458C","control","VT_Expt3","3","VT-GC1","fruitnum",179,"AT1G06060","high"
24465,"SALK_037973C","control","VT_Expt3","3","VT-GC1","fruitnum",188,"AT3G03620","high"
24466,"SALK_022524C","control","VT_Expt3","3","VT-GC1","fruitnum",146,"AT4G14640","high"
24467,"SALK_040272C","control","VT_Expt3","3","VT-GC1","fruitnum",195,"AT1G54115","high"
24468,"SALK_016332C","control","VT_Expt3","3","VT-GC1","fruitnum",154,"AT3G53180","high"
24469,"SALK_038143C","control","VT_Expt3","3","VT-GC1","fruitnum",134,"AT5G63530","high"
24470,"CS22635","control","VT_Expt3","3","VT-GC1","fruitnum",242,"","high"
24471,"SALK_013563C","control","VT_Expt3","3","VT-GC1","fruitnum",137,NA,"high"
24472,"SALK_038694C","control","VT_Expt3","3","VT-GC1","fruitnum",170,"AT3G11490","high"
24473,"SALK_023684C","control","VT_Expt3","3","VT-GC1","fruitnum",153,"AT5G24750","high"
24474,"SALK_044189C","control","VT_Expt3","3","VT-GC1","fruitnum",144,"AT1G02400","high"
24476,"SALK_023888C","control","VT_Expt3","3","VT-GC1","fruitnum",151,"AT5G56440","high"
24477,"SALK_015989C","control","VT_Expt3","3","VT-GC1","fruitnum",166,NA,"high"
24478,"SALK_004769C","control","VT_Expt3","3","VT-GC1","fruitnum",141,"AT1G03600","high"
24479,"SALK_039709C","control","VT_Expt3","3","VT-GC1","fruitnum",194,"AT3G60000","high"
24480,"SALK_014633C","control","VT_Expt3","3","VT-GC1","fruitnum",126,"AT5G30495","high"
24482,"SALK_037563C","control","VT_Expt3","3","VT-GC1","fruitnum",127,"AT5G64690","high"
24484,"SALK_012475C","control","VT_Expt3","3","VT-GC1","fruitnum",131,"AT1G12290","high"
24485,"SALK_022044C","control","VT_Expt3","3","VT-GC1","fruitnum",162,"AT1G66960","high"
24487,"SALK_012258C","control","VT_Expt3","3","VT-GC1","fruitnum",154,NA,"high"
24488,"SALK_041569C","control","VT_Expt3","3","VT-GC1","fruitnum",140,"AT1G64300","high"
24489,"SALK_017677C","control","VT_Expt3","3","VT-GC1","fruitnum",184,NA,"high"
24490,"CS22652","control","VT_Expt3","3","VT-GC1","fruitnum",233,"","high"
24491,"SALK_010406C","control","VT_Expt3","3","VT-GC1","fruitnum",198,"AT1G04270","high"
24492,"SALK_037347C","control","VT_Expt3","3","VT-GC1","fruitnum",147,"AT5G66650","high"
24493,"SALK_038434C","control","VT_Expt3","3","VT-GC1","fruitnum",192,"AT5G15880","high"
24494,"SALK_026089C","control","VT_Expt3","3","VT-GC1","fruitnum",152,"AT1G75270","high"
24496,"SALK_012792C","control","VT_Expt3","3","VT-GC1","fruitnum",181,"AT3G27480","high"
24498,"CS22659","control","VT_Expt3","3","VT-GC1","fruitnum",229,"","high"
24501,"SALK_038214C","control","VT_Expt3","3","VT-GC1","fruitnum",145,"AT5G53850","high"
24503,"SALK_040096C","control","VT_Expt3","3","VT-GC1","fruitnum",127,"AT1G22450","high"
24504,"SALK_087493C","control","VT_Expt3","3","VT-GC1","fruitnum",132,"AT4G38960","high"
24505,"SALK_026842C","control","VT_Expt3","3","VT-GC1","fruitnum",139,"AT5G30532","high"
24506,"SALK_023429C","control","VT_Expt3","3","VT-GC1","fruitnum",156,"AT1G44900","high"
24509,"SALK_020158C","control","VT_Expt3","3","VT-GC1","fruitnum",148,"AT1G69260","high"
24510,"SALK_006575C","control","VT_Expt3","3","VT-GC1","fruitnum",135,"AT3G47675","high"
24511,"SALK_014309C","control","VT_Expt3","3","VT-GC1","fruitnum",153,NA,"high"
24512,"SALK_012605C","control","VT_Expt3","3","VT-GC1","fruitnum",180,"AT4G07523","high"
24513,"SALK_038574C","control","VT_Expt3","3","VT-GC1","fruitnum",163,"AT1G47750","high"
24515,"SALK_013309C","control","VT_Expt3","3","VT-GC1","fruitnum",187,NA,"high"
24518,"SALK_014557C","control","VT_Expt3","3","VT-GC1","fruitnum",154,"AT2G41330","high"
24519,"SALK_020181C","control","VT_Expt3","3","VT-GC1","fruitnum",145,"AT4G39610","high"
24520,"SALK_014341C","control","VT_Expt3","3","VT-GC1","fruitnum",179,NA,"high"
24521,"CS22633","control","VT_Expt3","3","VT-GC1","fruitnum",245,"","high"
24522,"SALK_008905C","control","VT_Expt3","3","VT-GC1","fruitnum",128,"AT5G55290","high"
24523,"SALK_040181C","control","VT_Expt3","3","VT-GC1","fruitnum",128,"AT5G09940","high"
24526,"CS22596","control","VT_Expt3","3","VT-GC1","fruitnum",134,"","high"
24530,"SALK_016332C","control","VT_Expt3","3","VT-GC1","fruitnum",206,"AT3G53180","high"
24531,"SALK_022524C","control","VT_Expt3","3","VT-GC1","fruitnum",191,"AT4G14640","high"
24532,"SALK_012792C","control","VT_Expt3","3","VT-GC1","fruitnum",202,"AT3G27480","high"
24533,"SALK_010406C","control","VT_Expt3","3","VT-GC1","fruitnum",146,"AT1G04270","high"
24534,"SALK_024360C","control","VT_Expt3","3","VT-GC1","fruitnum",192,NA,"high"
24536,"SALK_023690C","control","VT_Expt3","3","VT-GC1","fruitnum",223,"AT5G55860","high"
24537,"SALK_137140C","control","VT_Expt3","3","VT-GC1","fruitnum",133,NA,"high"
24538,"SALK_026842C","control","VT_Expt3","3","VT-GC1","fruitnum",133,"AT5G30532","high"
24539,"CS22635","control","VT_Expt3","3","VT-GC1","fruitnum",156,"","high"
24543,"CS22647","control","VT_Expt3","3","VT-GC1","fruitnum",146,"","high"
24545,"SALK_012626C","control","VT_Expt3","3","VT-GC1","fruitnum",166,"AT3G57980","high"
24546,"SALK_013563C","control","VT_Expt3","3","VT-GC1","fruitnum",201,NA,"high"
24548,"COL70000","control","VT_Expt3","3","VT-GC1","fruitnum",247,"","high"
24551,"SALK_044189C","control","VT_Expt3","3","VT-GC1","fruitnum",154,"AT1G02400","high"
24554,"SALK_023684C","control","VT_Expt3","3","VT-GC1","fruitnum",147,"AT5G24750","high"
24555,"SALK_026089C","control","VT_Expt3","3","VT-GC1","fruitnum",225,"AT1G75270","high"
24557,"SALK_014309C","control","VT_Expt3","3","VT-GC1","fruitnum",166,NA,"high"
24558,"SALK_004769C","control","VT_Expt3","3","VT-GC1","fruitnum",194,"AT1G03600","high"
24560,"SALK_040181C","control","VT_Expt3","3","VT-GC1","fruitnum",157,"AT5G09940","high"
24561,"SALK_038214C","control","VT_Expt3","3","VT-GC1","fruitnum",228,"AT5G53850","high"
24563,"SALK_014341C","control","VT_Expt3","3","VT-GC1","fruitnum",166,NA,"high"
24565,"SALK_040214C","control","VT_Expt3","3","VT-GC1","fruitnum",166,"AT3G03900","high"
24566,"SALK_012605C","control","VT_Expt3","3","VT-GC1","fruitnum",152,"AT4G07523","high"
24567,"SALK_038143C","control","VT_Expt3","3","VT-GC1","fruitnum",156,"AT5G63530","high"
24569,"SALK_014633C","control","VT_Expt3","3","VT-GC1","fruitnum",189,"AT5G30495","high"
24570,"SALK_015166C","control","VT_Expt3","3","VT-GC1","fruitnum",172,NA,"high"
24571,"SALK_027037C","control","VT_Expt3","3","VT-GC1","fruitnum",136,"AT3G53470","high"
24573,"SALK_009619C","control","VT_Expt3","3","VT-GC1","fruitnum",153,"AT4G03010","high"
24577,"SALK_006575C","control","VT_Expt3","3","VT-GC1","fruitnum",147,"AT3G47675","high"
24578,"SALK_020158C","control","VT_Expt3","3","VT-GC1","fruitnum",223,"AT1G69260","high"
24580,"SALK_012847C","control","VT_Expt3","3","VT-GC1","fruitnum",141,"AT1G20290","high"
24581,"SALK_087493C","control","VT_Expt3","3","VT-GC1","fruitnum",147,"AT4G38960","high"
24583,"SALK_039123C","control","VT_Expt3","3","VT-GC1","fruitnum",182,"AT3G52155","high"
24584,"SALK_039709C","control","VT_Expt3","3","VT-GC1","fruitnum",155,"AT3G60000","high"
24586,"CS22633","control","VT_Expt3","3","VT-GC1","fruitnum",137,"","high"
24588,"SALK_012475C","control","VT_Expt3","3","VT-GC1","fruitnum",132,"AT1G12290","high"
24589,"CS22652","control","VT_Expt3","3","VT-GC1","fruitnum",157,"","high"
24590,"SALK_010288C","control","VT_Expt3","3","VT-GC1","fruitnum",141,"AT1G15810","high"
24591,"SALK_023712C","control","VT_Expt3","3","VT-GC1","fruitnum",194,"AT2G37950","high"
24592,"SALK_040325C","control","VT_Expt3","3","VT-GC1","fruitnum",128,"AT1G64230","high"
24594,"SALK_037347C","control","VT_Expt3","3","VT-GC1","fruitnum",174,"AT5G66650","high"
24595,"CS22658","control","VT_Expt3","3","VT-GC1","fruitnum",164,"","high"
24596,"SALK_013309C","control","VT_Expt3","3","VT-GC1","fruitnum",142,NA,"high"
24601,"SALK_023888C","control","VT_Expt3","3","VT-GC1","fruitnum",138,"AT5G56440","high"
24602,"SALK_012258C","control","VT_Expt3","3","VT-GC1","fruitnum",156,NA,"high"
24605,"SALK_040214C","control","VT_Expt3","3","VT-GC1","fruitnum",161,"AT3G03900","high"
24608,"SALK_017677C","control","VT_Expt3","3","VT-GC1","fruitnum",163,NA,"high"
24611,"SALK_041452C","control","VT_Expt3","3","VT-GC1","fruitnum",148,"AT3G47750","high"
24614,"SALK_012792C","control","VT_Expt3","3","VT-GC1","fruitnum",221,"AT3G27480","high"
24617,"SALK_006575C","control","VT_Expt3","3","VT-GC1","fruitnum",169,"AT3G47675","high"
24618,"SALK_023076C","control","VT_Expt3","3","VT-GC1","fruitnum",235,"AT1G33090","high"
24619,"SALK_008905C","control","VT_Expt3","3","VT-GC1","fruitnum",220,"AT5G55290","high"
24620,"SALK_014341C","control","VT_Expt3","3","VT-GC1","fruitnum",194,NA,"high"
24621,"SALK_040272C","control","VT_Expt3","3","VT-GC1","fruitnum",211,"AT1G54115","high"
24622,"SALK_023888C","control","VT_Expt3","3","VT-GC1","fruitnum",143,"AT5G56440","high"
24623,"COL70000","control","VT_Expt3","3","VT-GC1","fruitnum",147,"","high"
24626,"SALK_037563C","control","VT_Expt3","3","VT-GC1","fruitnum",231,"AT5G64690","high"
24627,"SALK_023429C","control","VT_Expt3","3","VT-GC1","fruitnum",220,"AT1G44900","high"
24628,"SALK_041569C","control","VT_Expt3","3","VT-GC1","fruitnum",182,"AT1G64300","high"
24629,"SALK_012475C","control","VT_Expt3","3","VT-GC1","fruitnum",168,"AT1G12290","high"
24631,"SALK_026568C","control","VT_Expt3","3","VT-GC1","fruitnum",196,"AT2G46440","high"
24632,"SALK_023690C","control","VT_Expt3","3","VT-GC1","fruitnum",152,"AT5G55860","high"
24637,"SALK_020158C","control","VT_Expt3","3","VT-GC1","fruitnum",126,"AT1G69260","high"
24638,"SALK_039123C","control","VT_Expt3","3","VT-GC1","fruitnum",251,"AT3G52155","high"
24639,"SALK_137140C","control","VT_Expt3","3","VT-GC1","fruitnum",141,NA,"high"
24640,"SALK_037973C","control","VT_Expt3","3","VT-GC1","fruitnum",140,"AT3G03620","high"
24641,"SALK_026089C","control","VT_Expt3","3","VT-GC1","fruitnum",192,"AT1G75270","high"
24642,"SALK_038214C","control","VT_Expt3","3","VT-GC1","fruitnum",192,"AT5G53850","high"
24643,"SALK_023458C","control","VT_Expt3","3","VT-GC1","fruitnum",176,"AT1G06060","high"
24644,"SALK_014557C","control","VT_Expt3","3","VT-GC1","fruitnum",193,"AT2G41330","high"
24647,"SALK_039709C","control","VT_Expt3","3","VT-GC1","fruitnum",136,"AT3G60000","high"
24649,"SALK_024360C","control","VT_Expt3","3","VT-GC1","fruitnum",137,NA,"high"
24651,"SALK_013309C","control","VT_Expt3","3","VT-GC1","fruitnum",178,NA,"high"
24653,"SALK_040096C","control","VT_Expt3","3","VT-GC1","fruitnum",160,"AT1G22450","high"
24656,"SALK_087493C","control","VT_Expt3","3","VT-GC1","fruitnum",226,"AT4G38960","high"
24657,"SALK_022524C","control","VT_Expt3","3","VT-GC1","fruitnum",173,"AT4G14640","high"
24658,"SALK_040181C","control","VT_Expt3","3","VT-GC1","fruitnum",158,"AT5G09940","high"
24659,"SALK_004769C","control","VT_Expt3","3","VT-GC1","fruitnum",174,"AT1G03600","high"
24660,"SALK_038434C","control","VT_Expt3","3","VT-GC1","fruitnum",134,"AT5G15880","high"
24661,"CS22659","control","VT_Expt3","3","VT-GC1","fruitnum",136,"","high"
24662,"SALK_013563C","control","VT_Expt3","3","VT-GC1","fruitnum",199,NA,"high"
24663,"SALK_004686C","control","VT_Expt3","3","VT-GC1","fruitnum",149,"AT3G10360","high"
24664,"SALK_015166C","control","VT_Expt3","3","VT-GC1","fruitnum",137,NA,"high"
24665,"SALK_026842C","control","VT_Expt3","3","VT-GC1","fruitnum",151,"AT5G30532","high"
24666,"SALK_009619C","control","VT_Expt3","3","VT-GC1","fruitnum",176,"AT4G03010","high"
24667,"SALK_017994C","control","VT_Expt3","3","VT-GC1","fruitnum",139,NA,"high"
24668,"SALK_012626C","control","VT_Expt3","3","VT-GC1","fruitnum",126,"AT3G57980","high"
24669,"SALK_016332C","control","VT_Expt3","3","VT-GC1","fruitnum",128,"AT3G53180","high"
24670,"SALK_040325C","control","VT_Expt3","3","VT-GC1","fruitnum",133,"AT1G64230","high"
24671,"SALK_044189C","control","VT_Expt3","3","VT-GC1","fruitnum",147,"AT1G02400","high"
24673,"SALK_022044C","control","VT_Expt3","3","VT-GC1","fruitnum",128,"AT1G66960","high"
24675,"SALK_044189C","control","VT_Expt3","3","VT-GC1","fruitnum",152,"AT1G02400","high"
24676,"SALK_012847C","control","VT_Expt3","3","VT-GC1","fruitnum",137,"AT1G20290","high"
24680,"SALK_023458C","control","VT_Expt3","3","VT-GC1","fruitnum",128,"AT1G06060","high"
24681,"SALK_020158C","control","VT_Expt3","3","VT-GC1","fruitnum",132,"AT1G69260","high"
24683,"SALK_012605C","control","VT_Expt3","3","VT-GC1","fruitnum",145,"AT4G07523","high"
24684,"SALK_008905C","control","VT_Expt3","3","VT-GC1","fruitnum",128,"AT5G55290","high"
24685,"SALK_040272C","control","VT_Expt3","3","VT-GC1","fruitnum",172,"AT1G54115","high"
24689,"SALK_009619C","control","VT_Expt3","3","VT-GC1","fruitnum",182,"AT4G03010","high"
24690,"SALK_023076C","control","VT_Expt3","3","VT-GC1","fruitnum",127,"AT1G33090","high"
24692,"CS22633","control","VT_Expt3","3","VT-GC1","fruitnum",199,"","high"
24694,"SALK_022044C","control","VT_Expt3","3","VT-GC1","fruitnum",178,"AT1G66960","high"
24698,"SALK_012258C","control","VT_Expt3","3","VT-GC1","fruitnum",138,NA,"high"
24699,"CS22659","control","VT_Expt3","3","VT-GC1","fruitnum",164,"","high"
24700,"SALK_026842C","control","VT_Expt3","3","VT-GC1","fruitnum",144,"AT5G30532","high"
24702,"CS22647","control","VT_Expt3","3","VT-GC1","fruitnum",172,"","high"
24704,"SALK_040214C","control","VT_Expt3","3","VT-GC1","fruitnum",178,"AT3G03900","high"
24705,"SALK_040181C","control","VT_Expt3","3","VT-GC1","fruitnum",177,"AT5G09940","high"
24706,"SALK_013563C","control","VT_Expt3","3","VT-GC1","fruitnum",130,NA,"high"
24707,"SALK_020181C","control","VT_Expt3","3","VT-GC1","fruitnum",134,"AT4G39610","high"
24708,"SALK_087493C","control","VT_Expt3","3","VT-GC1","fruitnum",158,"AT4G38960","high"
24709,"SALK_010288C","control","VT_Expt3","3","VT-GC1","fruitnum",200,"AT1G15810","high"
24711,"SALK_004769C","control","VT_Expt3","3","VT-GC1","fruitnum",152,"AT1G03600","high"
24712,"CS22596","control","VT_Expt3","3","VT-GC1","fruitnum",127,"","high"
24713,"SALK_024360C","control","VT_Expt3","3","VT-GC1","fruitnum",144,NA,"high"
24715,"SALK_040096C","control","VT_Expt3","3","VT-GC1","fruitnum",161,"AT1G22450","high"
24716,"SALK_023712C","control","VT_Expt3","3","VT-GC1","fruitnum",150,"AT2G37950","high"
24722,"SALK_016332C","control","VT_Expt3","3","VT-GC1","fruitnum",138,"AT3G53180","high"
24723,"SALK_014309C","control","VT_Expt3","3","VT-GC1","fruitnum",150,NA,"high"
24725,"SALK_013846C","control","VT_Expt3","3","VT-GC1","fruitnum",171,NA,"high"
24726,"SALK_006575C","control","VT_Expt3","3","VT-GC1","fruitnum",138,"AT3G47675","high"
24727,"SALK_038574C","control","VT_Expt3","3","VT-GC1","fruitnum",191,"AT1G47750","high"
24728,"SALK_022524C","control","VT_Expt3","3","VT-GC1","fruitnum",146,"AT4G14640","high"
24732,"SALK_041452C","control","VT_Expt3","3","VT-GC1","fruitnum",192,"AT3G47750","high"
24733,"SALK_038694C","control","VT_Expt3","3","VT-GC1","fruitnum",169,"AT3G11490","high"
24736,"SALK_037563C","control","VT_Expt3","3","VT-GC1","fruitnum",176,"AT5G64690","high"
24737,"SALK_004686C","control","VT_Expt3","3","VT-GC1","fruitnum",159,"AT3G10360","high"
24738,"SALK_137140C","control","VT_Expt3","3","VT-GC1","fruitnum",162,NA,"high"
24741,"SALK_012792C","control","VT_Expt3","3","VT-GC1","fruitnum",223,"AT3G27480","high"
24743,"SALK_039709C","control","VT_Expt3","3","VT-GC1","fruitnum",136,"AT3G60000","high"
24745,"SALK_023888C","control","VT_Expt3","3","VT-GC1","fruitnum",140,"AT5G56440","high"
24746,"SALK_023458C","control","VT_Expt3","3","VT-GC1","fruitnum",190,"AT1G06060","high"
24747,"SALK_006575C","control","VT_Expt3","3","VT-GC1","fruitnum",151,"AT3G47675","high"
24748,"SALK_137140C","control","VT_Expt3","3","VT-GC1","fruitnum",177,NA,"high"
24750,"SALK_023076C","control","VT_Expt3","3","VT-GC1","fruitnum",186,"AT1G33090","high"
24751,"SALK_013846C","control","VT_Expt3","3","VT-GC1","fruitnum",154,NA,"high"
24753,"SALK_004769C","control","VT_Expt3","3","VT-GC1","fruitnum",128,"AT1G03600","high"
24756,"SALK_038694C","control","VT_Expt3","3","VT-GC1","fruitnum",150,"AT3G11490","high"
24757,"SALK_026842C","control","VT_Expt3","3","VT-GC1","fruitnum",178,"AT5G30532","high"
24758,"SALK_023888C","control","VT_Expt3","3","VT-GC1","fruitnum",136,"AT5G56440","high"
24759,"SALK_012258C","control","VT_Expt3","3","VT-GC1","fruitnum",178,NA,"high"
24760,"SALK_012605C","control","VT_Expt3","3","VT-GC1","fruitnum",132,"AT4G07523","high"
24762,"SALK_016332C","control","VT_Expt3","3","VT-GC1","fruitnum",189,"AT3G53180","high"
24763,"SALK_023690C","control","VT_Expt3","3","VT-GC1","fruitnum",195,"AT5G55860","high"
24769,"SALK_087493C","control","VT_Expt3","3","VT-GC1","fruitnum",151,"AT4G38960","high"
24770,"SALK_013563C","control","VT_Expt3","3","VT-GC1","fruitnum",171,NA,"high"
24771,"SALK_041452C","control","VT_Expt3","3","VT-GC1","fruitnum",158,"AT3G47750","high"
24772,"CS22617","control","VT_Expt3","3","VT-GC1","fruitnum",152,"","high"
