"plantID","accession","plantnum_experiment","parent_experiment","Parent1","Parent2","treatment","experiment","meta.experiment","facility"
341,"SALK_149325C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
342,"SALK_149325C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
343,"SALK_149325C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
344,"SALK_149325C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
345,"SALK_149325C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
346,"SALK_149325C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
347,"SALK_149325C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
348,"SALK_149325C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
349,"SALK_145362C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
350,"SALK_145362C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
351,"SALK_145362C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
352,"SALK_145362C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
353,"SALK_145362C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
354,"SALK_145362C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
355,"SALK_145362C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
356,"SALK_145362C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
363,"SALK_008202C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
364,"SALK_008202C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
365,"SALK_008202C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
366,"SALK_008202C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
367,"SALK_008202C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
368,"SALK_008202C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
369,"SALK_008202C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
370,"SALK_102656C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
371,"SALK_102656C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
372,"SALK_102656C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
373,"SALK_102656C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
374,"SALK_102656C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
375,"SALK_102656C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
376,"SALK_102656C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
377,"SALK_102656C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
378,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
379,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
380,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
381,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
382,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
383,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
384,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
385,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
386,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
387,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
388,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
389,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
390,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
391,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
392,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
393,"SALK_119315C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
394,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
395,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
396,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
397,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
398,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
399,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
400,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
401,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
402,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
403,"SALK_096122",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
404,"SALK_096122",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
405,"SALK_097633C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
406,"SALK_097633C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
407,"SALK_097633C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
408,"SALK_097633C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
409,"SALK_097633C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
410,"SALK_097633C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
411,"SALK_097633C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
412,"SALK_097633C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
413,"SALK_097633C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
414,"SALK_097633C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
415,"SALK_097633C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
416,"SALK_097633C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
417,"SALK_095299C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
418,"SALK_095299C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
419,"SALK_095299C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
420,"SALK_095299C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
421,"SALK_095299C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
422,"SALK_095299C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
423,"SALK_095299C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
424,"SALK_095299C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
425,"SALK_025133C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
426,"SALK_025133C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
427,"SALK_025133C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
428,"SALK_025133C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
429,"SALK_025133C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
430,"SALK_025133C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
431,"SALK_025133C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
432,"SALK_124095C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
433,"SALK_124095C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
434,"SALK_124095C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
435,"SALK_124095C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
436,"SALK_124095C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
437,"SALK_120841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
438,"SALK_120841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
439,"SALK_120841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
440,"SALK_120841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
441,"SALK_120841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
442,"SALK_120841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
443,"SALK_120841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
444,"SALK_120841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
445,"SALK_086457C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
446,"SALK_086457C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
447,"SALK_086457C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
448,"SALK_086457C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
449,"SALK_086457C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
450,"SALK_086457C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
451,"SALK_086457C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
452,"SALK_086457C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
453,"SALK_086457C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
454,"SALK_086457C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
455,"SALK_086457C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
456,"SALK_086457C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
457,"SALK_086457C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
458,"SALK_084513C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
459,"SALK_084513C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
460,"SALK_084513C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
461,"SALK_011841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
462,"SALK_011841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
463,"SALK_011841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
464,"SALK_011841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
465,"SALK_011841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
466,"SALK_011841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
467,"SALK_011841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
468,"SALK_011841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
469,"SALK_011841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
470,"SALK_011841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
471,"SALK_011841C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
472,"SALK_027697C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
473,"SALK_027697C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
474,"SALK_027697C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
475,"SALK_027697C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
476,"SALK_027697C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
477,"SALK_027697C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
478,"SALK_027697C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
479,"SALK_027697C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
480,"SALK_027697C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
481,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
482,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
483,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
484,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
485,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
486,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
487,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
488,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
489,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
490,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
491,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
492,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
493,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
494,"SALK_CS60000",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
495,"SALK_058604C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
496,"SALK_058604C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
497,"SALK_058604C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
498,"SALK_058604C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
499,"SALK_058604C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
500,"SALK_058604C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
501,"SALK_058604C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
502,"SALK_058604C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
503,"SALK_058604C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
504,"SALK_058604C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
505,"SALK_058604C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
506,"SALK_016764C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
507,"SALK_016764C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
508,"SALK_016764C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
509,"SALK_016764C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
510,"SALK_016764C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
511,"SALK_016764C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
512,"SALK_016764C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
513,"SALK_016764C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
514,"SALK_016764C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
515,"SALK_016764C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
516,"SALK_016764C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
517,"SALK_016764C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
518,"SALK_016764C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
519,"SALK_094844C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
520,"SALK_094844C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
521,"SALK_094844C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
522,"SALK_094844C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
523,"SALK_094844C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
524,"SALK_094844C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
525,"SALK_094844C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
526,"SALK_094844C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
527,"SALK_094844C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
528,"SALK_094844C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
529,"SALK_094844C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
530,"SALK_144638C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
531,"SALK_144638C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
532,"SALK_144638C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
533,"SALK_144638C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
534,"SALK_144638C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
535,"SALK_144638C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
536,"SALK_144638C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
537,"SALK_144638C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
538,"SALK_144638C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
539,"SALK_144638C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
540,"SALK_006954C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
541,"SALK_006954C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
542,"SALK_006954C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
543,"SALK_006954C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
544,"SALK_006954C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
545,"SALK_006954C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
546,"SALK_006954C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
547,"SALK_006954C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
548,"SALK_006954C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
549,"SALK_006954C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
550,"SALK_006954C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
551,"SALK_006954C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
552,"SALK_069450C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
553,"SALK_069450C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
554,"SALK_069450C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
555,"SALK_069450C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
556,"SALK_069450C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
557,"SALK_069450C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
558,"SALK_069450C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
559,"SALK_069450C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
560,"SALK_069450C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
561,"SALK_069450C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
562,"SALK_069450C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
572,"SALK_027697C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
573,"SALK_027697C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
586,"SALK_138872C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
587,"SALK_138872C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
588,"SALK_138872C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
589,"SALK_138872C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
590,"SALK_138872C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
591,"SALK_138872C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
592,"SALK_138872C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
593,"SALK_138872C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
594,"SALK_024341",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
595,"SALK_024341",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
596,"SALK_024341",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
597,"SALK_024341",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
598,"SALK_024341",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
599,"SALK_024341",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
600,"SALK_024341",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
601,"SALK_148182C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
602,"SALK_148182C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
603,"SALK_148182C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
604,"SALK_148182C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
605,"SALK_148182C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
606,"SALK_148182C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
607,"SALK_148182C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
608,"SALK_148182C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
609,"SALK_148182C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
610,"SALK_148182C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
611,"SALK_125264C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
612,"SALK_125264C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
613,"SALK_125264C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
614,"SALK_125264C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
615,"SALK_125264C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
616,"SALK_125264C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
617,"SALK_125264C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
618,"SALK_125264C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
619,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
620,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
621,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
622,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
623,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
624,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
625,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
626,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
627,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
628,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
629,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
630,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
631,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
632,"SALK_150987C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
633,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
634,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
635,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
636,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
637,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
638,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
639,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
640,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
641,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
642,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
643,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
644,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
645,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
646,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
647,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
648,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
649,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
650,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
651,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
652,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
653,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
654,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
655,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
656,"SALK_067236",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
657,"SALK_087083C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
658,"SALK_087083C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
659,"SALK_087083C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
660,"SALK_087083C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
661,"SALK_087083C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
662,"SALK_087083C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
663,"SALK_087083C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
664,"SALK_087083C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
665,"SALK_087083C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
666,"SALK_087083C",NA,NA,0,0,"control","cofc-first","first","COFC-OGH"
