"idIndividualPlant","Facility_idFacility","Experiment_idExperiment","Accession_idAccession","Parent1","Parent2","plantnum_experiment","comment","parent_experiment"
11332,4,13,"SALK_047862C",8291,8291,"2-C-3","",NA
11333,5,13,"SALK_047862C",8291,8291,"12-H-1","",NA
11334,9,13,"SALK_047862C",8291,8291,"13-A-2","",NA
11335,10,13,"SALK_047862C",8291,8291,"24-H-3","",NA
11336,7,13,"SALK_047922C",8293,8293,"2-G-6","",NA
11337,8,13,"SALK_047922C",8293,8293,"8-C-6","",NA
11338,4,13,"SALK_047922C",8293,8293,"6-E-6","",NA
11339,5,13,"SALK_047922C",8293,8293,"11-F-1","",NA
11340,9,13,"SALK_047922C",8293,8293,"17-A-3","",NA
11341,10,13,"SALK_047922C",8293,8293,"22-C-6","",NA
11342,7,13,"SALK_047929C",8294,8294,"2-K-4","",NA
11343,8,13,"SALK_047929C",8294,8294,"8-G-4","",NA
11344,4,13,"SALK_047929C",8294,8294,"5-E-5","",NA
11345,5,13,"SALK_047929C",8294,8294,"7-D-5","",NA
11346,9,13,"SALK_047929C",8294,8294,"13-B-6","",NA
11347,10,13,"SALK_047929C",8294,8294,"20-B-5","",NA
11348,7,13,"SALK_047933C",8295,8295,"2-F-4","",NA
11349,8,13,"SALK_047933C",8295,8295,"8-H-1","",NA
11350,4,13,"SALK_047933C",8295,8295,"4-C-2","",NA
11351,5,13,"SALK_047933C",8295,8295,"9-B-1","",NA
11352,9,13,"SALK_047933C",8295,8295,"17-D-5","",NA
11353,10,13,"SALK_047933C",8295,8295,"19-A-2","",NA
11354,7,13,"SALK_047963C",8297,8297,"2-I-4","",NA
11355,8,13,"SALK_047963C",8297,8297,"8-F-5","",NA
11356,4,13,"SALK_047963C",8297,8297,"1-K-6","",NA
11357,5,13,"SALK_047963C",8297,8297,"10-I-1","",NA
11358,9,13,"SALK_047963C",8297,8297,"14-G-1","",NA
11359,10,13,"SALK_047963C",8297,8297,"21-D-3","",NA
11360,7,13,"SALK_047992C",8298,8298,"3-J-6","",NA
11361,8,13,"SALK_047992C",8298,8298,"9-H-2","",NA
11362,4,13,"SALK_047992C",8298,8298,"1-E-3","",NA
11363,5,13,"SALK_047992C",8298,8298,"10-J-4","",NA
11364,9,13,"SALK_047992C",8298,8298,"13-L-4","",NA
11365,10,13,"SALK_047992C",8298,8298,"21-L-2","",NA
11366,7,13,"SALK_047994C",8299,8299,"3-B-1","",NA
11367,8,13,"SALK_047994C",8299,8299,"9-C-5","",NA
11368,4,13,"SALK_047994C",8299,8299,"5-I-5","",NA
11369,5,13,"SALK_047994C",8299,8299,"8-E-5","",NA
11370,9,13,"SALK_047994C",8299,8299,"14-K-2","",NA
11371,10,13,"SALK_047994C",8299,8299,"20-E-1","",NA
11372,7,13,"SALK_048007C",8300,8300,"3-K-4","",NA
11373,8,13,"SALK_048007C",8300,8300,"9-H-4","",NA
11374,4,13,"SALK_048007C",8300,8300,"5-B-3","",NA
11375,5,13,"SALK_048007C",8300,8300,"10-A-3","",NA
11376,9,13,"SALK_048007C",8300,8300,"18-F-3","",NA
11377,10,13,"SALK_048007C",8300,8300,"23-K-3","",NA
11378,7,13,"SALK_048014C",8301,8301,"3-B-2","",NA
11379,8,13,"SALK_048014C",8301,8301,"9-A-6","",NA
11380,4,13,"SALK_048014C",8301,8301,"5-I-2","",NA
11381,5,13,"SALK_048014C",8301,8301,"8-I-1","",NA
11382,9,13,"SALK_048014C",8301,8301,"14-I-4","",NA
11383,10,13,"SALK_048014C",8301,8301,"23-L-2","",NA
11384,7,13,"SALK_048026C",8302,8302,"3-D-6","",NA
11385,8,13,"SALK_048026C",8302,8302,"9-J-5","",NA
11386,4,13,"SALK_048026C",8302,8302,"4-J-1","",NA
11387,5,13,"SALK_048026C",8302,8302,"7-H-2","",NA
11388,9,13,"SALK_048026C",8302,8302,"16-L-4","",NA
11389,10,13,"SALK_048026C",8302,8302,"21-B-5","",NA
11390,7,13,"SALK_048138C",8304,8304,"3-L-3","",NA
11391,8,13,"SALK_048138C",8304,8304,"9-L-1","",NA
11392,4,13,"SALK_048138C",8304,8304,"5-B-2","",NA
11393,5,13,"SALK_048138C",8304,8304,"8-J-1","",NA
11394,9,13,"SALK_048138C",8304,8304,"16-H-3","",NA
11395,10,13,"SALK_048138C",8304,8304,"24-E-2","",NA
11396,7,13,"SALK_048145C",8305,8305,"3-H-2","",NA
11397,8,13,"SALK_048145C",8305,8305,"9-I-1","",NA
11398,4,13,"SALK_048145C",8305,8305,"3-A-5","",NA
11399,5,13,"SALK_048145C",8305,8305,"10-D-3","",NA
11400,9,13,"SALK_048145C",8305,8305,"18-L-4","",NA
11401,10,13,"SALK_048145C",8305,8305,"22-E-4","",NA
11402,7,13,"SALK_048159C",8306,8306,"3-L-2","",NA
11403,8,13,"SALK_048159C",8306,8306,"9-J-4","",NA
11404,4,13,"SALK_048159C",8306,8306,"1-F-5","",NA
11405,5,13,"SALK_048159C",8306,8306,"10-G-3","",NA
11406,9,13,"SALK_048159C",8306,8306,"15-A-5","",NA
11407,10,13,"SALK_048159C",8306,8306,"22-K-1","",NA
11408,7,13,"SALK_048182C",8309,8309,"3-G-2","",NA
11409,8,13,"SALK_048182C",8309,8309,"9-H-5","",NA
11410,4,13,"SALK_048182C",8309,8309,"4-I-5","",NA
11411,5,13,"SALK_048182C",8309,8309,"10-G-2","",NA
11412,9,13,"SALK_048182C",8309,8309,"14-H-4","",NA
11413,10,13,"SALK_048182C",8309,8309,"20-I-2","",NA
11414,7,13,"SALK_048207C",8310,8310,"3-J-5","",NA
11415,8,13,"SALK_048207C",8310,8310,"9-J-6","",NA
11416,4,13,"SALK_048207C",8310,8310,"2-L-2","",NA
11417,5,13,"SALK_048207C",8310,8310,"7-L-3","",NA
11418,9,13,"SALK_048207C",8310,8310,"18-I-6","",NA
11419,10,13,"SALK_048207C",8310,8310,"21-E-2","",NA
11420,7,13,"SALK_048240C",8311,8311,"3-F-2","",NA
11421,8,13,"SALK_048240C",8311,8311,"9-L-2","",NA
11422,4,13,"SALK_048240C",8311,8311,"1-A-1","",NA
11423,5,13,"SALK_048240C",8311,8311,"9-L-4","",NA
11424,9,13,"SALK_048240C",8311,8311,"13-E-4","",NA
11425,10,13,"SALK_048240C",8311,8311,"22-H-4","",NA
11426,7,13,"SALK_048245C",8311,8311,"3-A-6","",NA
11427,8,13,"SALK_048245C",8311,8311,"9-F-1","",NA
11428,4,13,"SALK_048245C",8311,8311,"4-L-3","",NA
11429,5,13,"SALK_048245C",8311,8311,"9-A-6","",NA
11430,9,13,"SALK_048245C",8311,8311,"17-D-6","",NA
11431,10,13,"SALK_048245C",8311,8311,"22-E-2","",NA
11432,7,13,"SALK_048257C",8314,8314,"3-F-4","",NA
11433,8,13,"SALK_048257C",8314,8314,"9-J-3","",NA
11434,4,13,"SALK_048257C",8314,8314,"1-H-4","",NA
11435,5,13,"SALK_048257C",8314,8314,"9-F-1","",NA
11436,9,13,"SALK_048257C",8314,8314,"14-F-1","",NA
11437,10,13,"SALK_048257C",8314,8314,"22-C-2","",NA
11438,7,13,"SALK_048276C",8316,8316,"3-D-5","",NA
11439,8,13,"SALK_048276C",8316,8316,"9-E-4","",NA
11440,4,13,"SALK_048276C",8316,8316,"5-B-6","",NA
11441,5,13,"SALK_048276C",8316,8316,"11-G-1","",NA
11442,9,13,"SALK_048276C",8316,8316,"17-H-1","",NA
11443,10,13,"SALK_048276C",8316,8316,"23-A-1","",NA
11444,7,13,"SALK_048383C",8318,8318,"3-E-4","",NA
11445,8,13,"SALK_048383C",8318,8318,"9-D-2","",NA
11446,4,13,"SALK_048383C",8318,8318,"3-L-6","",NA
11447,5,13,"SALK_048383C",8318,8318,"11-J-1","",NA
11448,9,13,"SALK_048383C",8318,8318,"15-F-6","",NA
11449,10,13,"SALK_048383C",8318,8318,"21-H-6","",NA
11450,7,13,"SALK_048402C",8319,8319,"3-H-5","",NA
11451,8,13,"SALK_048402C",8319,8319,"9-A-2","",NA
11452,4,13,"SALK_048402C",8319,8319,"5-H-4","",NA
11453,5,13,"SALK_048402C",8319,8319,"12-D-2","",NA
11454,9,13,"SALK_048402C",8319,8319,"14-B-3","",NA
11455,10,13,"SALK_048402C",8319,8319,"20-D-4","",NA
11456,7,13,"SALK_048444C",8322,8322,"3-F-6","",NA
11457,8,13,"SALK_048444C",8322,8322,"9-E-6","",NA
11458,4,13,"SALK_048444C",8322,8322,"4-J-5","",NA
11459,5,13,"SALK_048444C",8322,8322,"9-K-5","",NA
11460,9,13,"SALK_048444C",8322,8322,"18-L-1","",NA
11461,10,13,"SALK_048444C",8322,8322,"19-K-5","",NA
11462,7,13,"SALK_048448C",8323,8323,"3-I-4","",NA
11463,8,13,"SALK_048448C",8323,8323,"9-A-5","",NA
11464,4,13,"SALK_048448C",8323,8323,"3-D-2","",NA
11465,5,13,"SALK_048448C",8323,8323,"9-K-2","",NA
11466,9,13,"SALK_048448C",8323,8323,"14-C-3","",NA
11467,10,13,"SALK_048448C",8323,8323,"19-E-5","",NA
11468,7,13,"SALK_048461C",8324,8324,"3-F-5","",NA
11469,8,13,"SALK_048461C",8324,8324,"9-G-6","",NA
11470,4,13,"SALK_048461C",8324,8324,"5-K-2","",NA
11471,5,13,"SALK_048461C",8324,8324,"9-L-3","",NA
11472,9,13,"SALK_048461C",8324,8324,"15-C-4","",NA
11473,10,13,"SALK_048461C",8324,8324,"20-K-6","",NA
11474,7,13,"SALK_048465C",8325,8325,"3-F-1","",NA
11475,8,13,"SALK_048465C",8325,8325,"9-B-6","",NA
11476,4,13,"SALK_048465C",8325,8325,"1-E-2","",NA
11477,5,13,"SALK_048465C",8325,8325,"7-B-6","",NA
11478,9,13,"SALK_048465C",8325,8325,"13-A-3","",NA
11479,10,13,"SALK_048465C",8325,8325,"22-L-6","",NA
11480,7,13,"SALK_048476C",8327,8327,"3-C-6","",NA
11481,8,13,"SALK_048476C",8327,8327,"9-D-5","",NA
11482,4,13,"SALK_048476C",8327,8327,"5-D-2","",NA
11483,5,13,"SALK_048476C",8327,8327,"8-E-6","",NA
11484,9,13,"SALK_048476C",8327,8327,"17-I-5","",NA
11485,10,13,"SALK_048476C",8327,8327,"21-J-3","",NA
11486,7,13,"SALK_048619C",8330,8330,"3-H-4","",NA
11487,8,13,"SALK_048619C",8330,8330,"9-C-1","",NA
11488,4,13,"SALK_048619C",8330,8330,"2-A-5","",NA
11489,5,13,"SALK_048619C",8330,8330,"9-A-2","",NA
11490,9,13,"SALK_048619C",8330,8330,"17-I-3","",NA
11491,10,13,"SALK_048619C",8330,8330,"19-G-3","",NA
11492,7,13,"SALK_048634C",8332,8332,"3-H-3","",NA
11493,8,13,"SALK_048634C",8332,8332,"9-L-4","",NA
11494,4,13,"SALK_048634C",8332,8332,"3-K-4","",NA
11495,5,13,"SALK_048634C",8332,8332,"12-D-6","",NA
11496,9,13,"SALK_048634C",8332,8332,"17-L-2","",NA
11497,10,13,"SALK_048634C",8332,8332,"24-A-5","",NA
11498,7,13,"SALK_048642C",8333,8333,"3-I-1","",NA
11499,8,13,"SALK_048642C",8333,8333,"9-G-3","",NA
11500,4,13,"SALK_048642C",8333,8333,"3-I-5","",NA
11501,5,13,"SALK_048642C",8333,8333,"7-D-2","",NA
11502,9,13,"SALK_048642C",8333,8333,"14-K-5","",NA
11503,10,13,"SALK_048642C",8333,8333,"23-E-3","",NA
11504,7,13,"SALK_048767C",8335,8335,"3-K-6","",NA
11505,8,13,"SALK_048767C",8335,8335,"9-E-5","",NA
11506,4,13,"SALK_048767C",8335,8335,"3-G-4","",NA
11507,5,13,"SALK_048767C",8335,8335,"9-J-3","",NA
11508,10,13,"SALK_048767C",8335,8335,"23-A-4","",NA
11509,7,13,"SALK_048780C",8337,8337,"3-K-5","",NA
11510,8,13,"SALK_048780C",8337,8337,"9-I-2","",NA
11511,4,13,"SALK_048780C",8337,8337,"2-C-4","",NA
11512,5,13,"SALK_048780C",8337,8337,"12-G-6","",NA
11513,9,13,"SALK_048780C",8337,8337,"18-G-6","",NA
11514,10,13,"SALK_048780C",8337,8337,"24-K-5","",NA
11515,7,13,"SALK_048845C",8339,8339,"3-D-1","",NA
11516,8,13,"SALK_048845C",8339,8339,"9-I-5","",NA
11517,4,13,"SALK_048845C",8339,8339,"3-C-1","",NA
11518,5,13,"SALK_048845C",8339,8339,"7-I-3","",NA
11519,9,13,"SALK_048845C",8339,8339,"18-D-5","",NA
11520,10,13,"SALK_048845C",8339,8339,"21-K-1","",NA
11521,7,13,"SALK_048848C",8340,8340,"3-B-6","",NA
11522,8,13,"SALK_048848C",8340,8340,"9-F-2","",NA
11523,4,13,"SALK_048848C",8340,8340,"3-C-6","",NA
11524,5,13,"SALK_048848C",8340,8340,"7-F-2","",NA
11525,9,13,"SALK_048848C",8340,8340,"13-E-5","",NA
11526,10,13,"SALK_048848C",8340,8340,"23-E-1","",NA
11527,7,13,"SALK_048855C",8341,8341,"3-L-6","",NA
11528,8,13,"SALK_048855C",8341,8341,"9-F-6","",NA
11529,4,13,"SALK_048855C",8341,8341,"2-F-6","",NA
11530,5,13,"SALK_048855C",8341,8341,"7-L-4","",NA
11531,9,13,"SALK_048855C",8341,8341,"13-C-5","",NA
11532,10,13,"SALK_048855C",8341,8341,"21-F-5","",NA
11533,7,13,"SALK_048881C",8342,8342,"3-A-4","",NA
11534,8,13,"SALK_048881C",8342,8342,"9-E-1","",NA
11535,4,13,"SALK_048881C",8342,8342,"2-H-5","",NA
11536,5,13,"SALK_048881C",8342,8342,"10-K-3","",NA
11537,9,13,"SALK_048881C",8342,8342,"15-B-6","",NA
11538,10,13,"SALK_048881C",8342,8342,"19-A-6","",NA
11539,7,13,"SALK_048898C",8343,8343,"3-F-3","",NA
11540,8,13,"SALK_048898C",8343,8343,"9-C-3","",NA
11541,4,13,"SALK_048898C",8343,8343,"3-E-4","",NA
11542,5,13,"SALK_048898C",8343,8343,"9-I-3","",NA
11543,9,13,"SALK_048898C",8343,8343,"17-A-1","",NA
11544,10,13,"SALK_048898C",8343,8343,"20-G-4","",NA
11545,7,13,"SALK_048918C",8344,8344,"3-E-5","",NA
11546,8,13,"SALK_048918C",8344,8344,"9-B-2","",NA
11547,4,13,"SALK_048918C",8344,8344,"3-K-5","",NA
11548,5,13,"SALK_048918C",8344,8344,"9-B-4","",NA
11549,9,13,"SALK_048918C",8344,8344,"14-B-4","",NA
11550,10,13,"SALK_048918C",8344,8344,"21-C-6","",NA
11551,7,13,"SALK_048924C",8345,8345,"3-D-2","",NA
11552,8,13,"SALK_048924C",8345,8345,"9-A-4","",NA
11553,4,13,"SALK_048924C",8345,8345,"1-G-3","",NA
11554,5,13,"SALK_048924C",8345,8345,"7-I-4","",NA
11555,9,13,"SALK_048924C",8345,8345,"14-J-1","",NA
11556,10,13,"SALK_048924C",8345,8345,"21-D-5","",NA
11557,7,13,"SALK_048952C",8347,8347,"3-G-4","",NA
11558,7,13,"SALK_048952C",6411,6411,"3-I-2","",NA
11559,8,13,"SALK_048952C",6411,6411,"9-B-1","",NA
11560,8,13,"SALK_048952C",8347,8347,"9-K-2","",NA
11561,4,13,"SALK_048952C",8347,8347,"4-J-4","",NA
11562,4,13,"SALK_048952C",6411,6411,"5-K-6","",NA
11563,5,13,"SALK_048952C",8347,8347,"8-E-1","",NA
11564,5,13,"SALK_048952C",6411,6411,"9-D-2","",NA
11565,9,13,"SALK_048952C",8347,8347,"17-I-6","",NA
11566,9,13,"SALK_048952C",6411,6411,"17-K-5","",NA
11567,10,13,"SALK_048952C",8347,8347,"19-A-1","",NA
11568,10,13,"SALK_048952C",6411,6411,"20-J-5","",NA
11569,7,13,"SALK_048957C",8348,8348,"3-A-1","",NA
11570,8,13,"SALK_048957C",8348,8348,"9-K-3","",NA
11571,4,13,"SALK_048957C",8348,8348,"1-J-3","",NA
11572,5,13,"SALK_048957C",8348,8348,"9-B-3","",NA
11573,9,13,"SALK_048957C",8348,8348,"14-L-5","",NA
11574,10,13,"SALK_048957C",8348,8348,"23-J-1","",NA
11575,7,13,"SALK_048970C",8350,8350,"3-G-1","",NA
11576,8,13,"SALK_048970C",8350,8350,"9-D-3","",NA
11577,4,13,"SALK_048970C",8350,8350,"4-F-5","",NA
11578,5,13,"SALK_048970C",8350,8350,"11-B-3","",NA
11579,9,13,"SALK_048970C",8350,8350,"15-H-6","",NA
11580,10,13,"SALK_048970C",8350,8350,"23-K-2","",NA
11581,7,13,"SALK_048987C",8352,8352,"3-B-3","",NA
11582,8,13,"SALK_048987C",8352,8352,"9-H-1","",NA
11583,4,13,"SALK_048987C",8352,8352,"2-D-6","",NA
11584,5,13,"SALK_048987C",8352,8352,"8-D-3","",NA
11585,9,13,"SALK_048987C",8352,8352,"16-E-1","",NA
11586,10,13,"SALK_048987C",8352,8352,"20-L-3","",NA
11587,7,13,"SALK_049022C",8353,8353,"3-C-1","",NA
11588,8,13,"SALK_049022C",8353,8353,"9-H-3","",NA
11589,4,13,"SALK_049022C",8353,8353,"4-B-6","",NA
11590,5,13,"SALK_049022C",8353,8353,"7-E-3","",NA
11591,9,13,"SALK_049022C",8353,8353,"14-F-4","",NA
11592,10,13,"SALK_049022C",8353,8353,"19-C-5","",NA
11593,7,13,"SALK_049079C",8354,8354,"3-C-2","",NA
11594,8,13,"SALK_049079C",8354,8354,"9-G-1","",NA
11595,4,13,"SALK_049079C",8354,8354,"5-L-1","",NA
11596,5,13,"SALK_049079C",8354,8354,"10-D-5","",NA
11597,9,13,"SALK_049079C",8354,8354,"17-J-3","",NA
11598,10,13,"SALK_049079C",8354,8354,"22-C-4","",NA
11599,7,13,"SALK_049089C",8355,8355,"3-H-6","",NA
11600,8,13,"SALK_049089C",8355,8355,"9-L-6","",NA
11601,4,13,"SALK_049089C",8355,8355,"1-J-6","",NA
11602,5,13,"SALK_049089C",8355,8355,"9-A-5","",NA
11603,9,13,"SALK_049089C",8355,8355,"18-F-5","",NA
11604,10,13,"SALK_049089C",8355,8355,"22-G-4","",NA
11605,7,13,"SALK_049092C",8356,8356,"3-C-3","",NA
11606,8,13,"SALK_049092C",8356,8356,"9-E-3","",NA
11607,4,13,"SALK_049092C",8356,8356,"5-G-5","",NA
11608,5,13,"SALK_049092C",8356,8356,"12-H-2","",NA
11609,9,13,"SALK_049092C",8356,8356,"17-J-2","",NA
11610,10,13,"SALK_049092C",8356,8356,"24-D-6","",NA
11611,7,13,"SALK_049114C",8357,8357,"3-C-5","",NA
11612,8,13,"SALK_049114C",8357,8357,"9-L-3","",NA
11613,4,13,"SALK_049114C",8357,8357,"6-G-5","",NA
11614,5,13,"SALK_049114C",8357,8357,"7-G-3","",NA
11615,9,13,"SALK_049114C",8357,8357,"14-B-2","",NA
11616,10,13,"SALK_049114C",8357,8357,"20-L-2","",NA
11617,7,13,"SALK_049220C",8359,8359,"3-J-1","",NA
11618,8,13,"SALK_049220C",8359,8359,"9-A-3","",NA
11619,4,13,"SALK_049220C",8359,8359,"4-F-3","",NA
11620,5,13,"SALK_049220C",8359,8359,"7-J-1","",NA
11621,9,13,"SALK_049220C",8359,8359,"13-G-5","",NA
11622,10,13,"SALK_049220C",8359,8359,"20-K-2","",NA
11623,7,13,"SALK_049229C",8360,8360,"3-B-4","",NA
11624,8,13,"SALK_049229C",8360,8360,"9-J-2","",NA
11625,4,13,"SALK_049229C",8360,8360,"1-K-4","",NA
11626,5,13,"SALK_049229C",8360,8360,"10-I-5","",NA
11627,9,13,"SALK_049229C",8360,8360,"17-G-2","",NA
11628,10,13,"SALK_049229C",8360,8360,"21-E-5","",NA
11629,7,13,"SALK_049244C",8361,8361,"3-A-2","",NA
11630,8,13,"SALK_049244C",8361,8361,"9-A-1","",NA
11631,4,13,"SALK_049244C",8361,8361,"3-B-4","",NA
11632,5,13,"SALK_049244C",8361,8361,"11-D-2","",NA
11633,9,13,"SALK_049244C",8361,8361,"13-F-1","",NA
11634,10,13,"SALK_049244C",8361,8361,"22-G-1","",NA
11635,7,13,"SALK_049248C",8362,8362,"3-K-2","",NA
11636,8,13,"SALK_049248C",8362,8362,"9-K-1","",NA
11637,4,13,"SALK_049248C",8362,8362,"1-A-6","",NA
11638,5,13,"SALK_049248C",8362,8362,"7-L-1","",NA
11639,9,13,"SALK_049248C",8362,8362,"18-B-5","",NA
11640,10,13,"SALK_049248C",8362,8362,"20-L-1","",NA
11641,7,13,"SALK_049342C",8365,8365,"3-D-4","",NA
11642,8,13,"SALK_049342C",8365,8365,"9-K-5","",NA
11643,4,13,"SALK_049342C",8365,8365,"1-H-6","",NA
11644,5,13,"SALK_049342C",8365,8365,"11-A-4","",NA
11645,9,13,"SALK_049342C",8365,8365,"15-L-5","",NA
11646,10,13,"SALK_049342C",8365,8365,"20-G-6","",NA
11647,7,13,"SALK_049409C",8369,8369,"3-E-6","",NA
11648,8,13,"SALK_049409C",8369,8369,"9-I-3","",NA
11649,4,13,"SALK_049409C",8369,8369,"1-K-5","",NA
11650,5,13,"SALK_049409C",8369,8369,"9-H-2","",NA
11651,9,13,"SALK_049409C",8369,8369,"16-C-5","",NA
11652,10,13,"SALK_049409C",8369,8369,"21-G-1","",NA
11653,7,13,"SALK_049436C",8370,8370,"3-C-4","",NA
11654,8,13,"SALK_049436C",8370,8370,"9-G-2","",NA
11655,4,13,"SALK_049436C",8370,8370,"1-J-4","",NA
11656,5,13,"SALK_049436C",8370,8370,"8-G-2","",NA
11657,9,13,"SALK_049436C",8370,8370,"17-B-6","",NA
11658,10,13,"SALK_049436C",8370,8370,"24-D-2","",NA
11659,7,13,"SALK_049449C",8372,8372,"3-H-1","",NA
11660,8,13,"SALK_049449C",8372,8372,"9-F-3","",NA
11661,4,13,"SALK_049449C",8372,8372,"3-G-1","",NA
11662,5,13,"SALK_049449C",8372,8372,"7-C-6","",NA
11663,9,13,"SALK_049449C",8372,8372,"17-G-4","",NA
11664,10,13,"SALK_049449C",8372,8372,"19-L-4","",NA
11665,7,13,"SALK_049470C",8375,8375,"3-A-3","",NA
11666,7,13,"SALK_049470C",6418,6418,"3-L-1","",NA
11667,8,13,"SALK_049470C",6418,6418,"9-C-4","",NA
11668,8,13,"SALK_049470C",8375,8375,"9-K-6","",NA
11669,4,13,"SALK_049470C",8375,8375,"5-E-6","",NA
11670,4,13,"SALK_049470C",6418,6418,"6-B-2","",NA
11671,5,13,"SALK_049470C",8375,8375,"11-B-2","",NA
11672,5,13,"SALK_049470C",6418,6418,"12-L-1","",NA
11673,9,13,"SALK_049470C",8375,8375,"16-I-1","",NA
11674,9,13,"SALK_049470C",6418,6418,"17-E-2","",NA
11675,10,13,"SALK_049470C",8375,8375,"20-D-6","",NA
11676,10,13,"SALK_049470C",6418,6418,"21-A-2","",NA
11677,7,13,"SALK_049506C",8376,8376,"3-I-6","",NA
11678,8,13,"SALK_049506C",8376,8376,"9-B-5","",NA
11679,4,13,"SALK_049506C",8376,8376,"5-F-6","",NA
11680,5,13,"SALK_049506C",8376,8376,"9-H-6","",NA
11681,9,13,"SALK_049506C",8376,8376,"17-C-2","",NA
11682,10,13,"SALK_049506C",8376,8376,"19-J-2","",NA
11683,7,13,"SALK_049540C",8378,8378,"3-E-3","",NA
11684,8,13,"SALK_049540C",8378,8378,"9-B-4","",NA
11685,4,13,"SALK_049540C",8378,8378,"2-C-1","",NA
11686,5,13,"SALK_049540C",8378,8378,"9-E-6","",NA
11687,9,13,"SALK_049540C",8378,8378,"15-K-2","",NA
11688,10,13,"SALK_049540C",8378,8378,"24-G-4","",NA
11689,7,13,"SALK_049581C",8379,8379,"3-D-3","",NA
11690,8,13,"SALK_049581C",8379,8379,"9-C-2","",NA
11691,4,13,"SALK_049581C",8379,8379,"3-J-3","",NA
11692,5,13,"SALK_049581C",8379,8379,"12-E-1","",NA
11693,9,13,"SALK_049581C",8379,8379,"18-E-4","",NA
11694,10,13,"SALK_049581C",8379,8379,"21-H-1","",NA
11695,7,13,"SALK_049583C",8380,8380,"3-E-2","",NA
11696,8,13,"SALK_049583C",8380,8380,"9-H-6","",NA
11697,4,13,"SALK_049583C",8380,8380,"3-I-2","",NA
11698,5,13,"SALK_049583C",8380,8380,"7-H-4","",NA
11699,9,13,"SALK_049583C",8380,8380,"16-K-1","",NA
11700,10,13,"SALK_049583C",8380,8380,"21-K-5","",NA
11701,7,13,"SALK_049590C",8381,8381,"3-B-5","",NA
11702,8,13,"SALK_049590C",8381,8381,"9-D-1","",NA
11703,4,13,"SALK_049590C",8381,8381,"3-K-2","",NA
11704,5,13,"SALK_049590C",8381,8381,"7-A-5","",NA
11705,9,13,"SALK_049590C",8381,8381,"14-K-4","",NA
11706,10,13,"SALK_049590C",8381,8381,"20-K-3","",NA
11707,7,13,"SALK_049620C",8382,8382,"3-K-3","",NA
11708,8,13,"SALK_049620C",8382,8382,"9-K-4","",NA
11709,4,13,"SALK_049620C",8382,8382,"6-A-2","",NA
11710,5,13,"SALK_049620C",8382,8382,"11-L-6","",NA
11711,9,13,"SALK_049620C",8382,8382,"15-K-1","",NA
11712,10,13,"SALK_049620C",8382,8382,"24-H-5","",NA
11713,7,13,"SALK_049637C",8385,8385,"3-J-2","",NA
11714,8,13,"SALK_049637C",8385,8385,"9-D-4","",NA
11715,4,13,"SALK_049637C",8385,8385,"3-I-4","",NA
11716,5,13,"SALK_049637C",8385,8385,"11-L-3","",NA
11717,9,13,"SALK_049637C",8385,8385,"16-F-2","",NA
11718,10,13,"SALK_049637C",8385,8385,"19-K-2","",NA
11719,7,13,"SALK_049738C",8388,8388,"3-E-1","",NA
11720,8,13,"SALK_049738C",8388,8388,"9-C-6","",NA
11721,4,13,"SALK_049738C",8388,8388,"5-E-2","",NA
11722,5,13,"SALK_049738C",8388,8388,"7-I-6","",NA
11723,9,13,"SALK_049738C",8388,8388,"18-F-1","",NA
11724,10,13,"SALK_049738C",8388,8388,"24-L-4","",NA
11725,7,13,"SALK_049754C",8391,8391,"4-G-1","",NA
11726,8,13,"SALK_049754C",8391,8391,"10-I-4","",NA
11727,4,13,"SALK_049754C",8391,8391,"4-A-5","",NA
11728,5,13,"SALK_049754C",8391,8391,"12-C-6","",NA
11729,9,13,"SALK_049754C",8391,8391,"15-I-1","",NA
11730,10,13,"SALK_049754C",8391,8391,"22-J-2","",NA
11731,7,13,"SALK_049770C",8393,8393,"4-H-2","",NA
11732,8,13,"SALK_049770C",8393,8393,"10-A-6","",NA
11733,4,13,"SALK_049770C",8393,8393,"1-L-5","",NA
11734,5,13,"SALK_049770C",8393,8393,"12-A-3","",NA
11735,9,13,"SALK_049770C",8393,8393,"14-F-2","",NA
11736,10,13,"SALK_049770C",8393,8393,"19-A-3","",NA
11737,7,13,"SALK_049785C",8394,8394,"4-L-6","",NA
11738,8,13,"SALK_049785C",8394,8394,"10-H-5","",NA
11739,4,13,"SALK_049785C",8394,8394,"1-E-1","",NA
11740,5,13,"SALK_049785C",8394,8394,"8-G-1","",NA
11741,9,13,"SALK_049785C",8394,8394,"13-K-4","",NA
11742,10,13,"SALK_049785C",8394,8394,"23-C-3","",NA
11743,7,13,"SALK_049803C",8395,8395,"4-D-2","",NA
11744,8,13,"SALK_049803C",8395,8395,"10-H-3","",NA
11745,4,13,"SALK_049803C",8395,8395,"1-G-6","",NA
11746,5,13,"SALK_049803C",8395,8395,"12-B-4","",NA
11747,9,13,"SALK_049803C",8395,8395,"14-D-6","",NA
11748,10,13,"SALK_049803C",8395,8395,"20-E-3","",NA
11749,7,13,"SALK_049888C",8397,8397,"4-K-4","",NA
11750,8,13,"SALK_049888C",8397,8397,"10-E-3","",NA
11751,4,13,"SALK_049888C",8397,8397,"6-D-5","",NA
11752,5,13,"SALK_049888C",8397,8397,"7-E-6","",NA
11753,9,13,"SALK_049888C",8397,8397,"13-D-3","",NA
